Level,Code,Class title,Element Type Label,Exclusion Code,Element Description,
3,RDF20306,Electronics,Exclusion(s),,"optoelectronics associated with optical communications (See RDF1030306 Photonics, optoelectronics and optical communications)",
3,RDF20306,Electronics,Exclusion(s),,power electronics (See RDF2030402 Power electronics),
3,RDF20306,Electronics,Exclusion(s),,quantum computing (See RDF1020404 Quantum computing),
4,RDF2030613,Quantum electronics,Exclusion(s),,lasers associated with quantum electronics (See RDF1030303 Lasers and quantum electronics),
4,RDF2030613,Quantum electronics,Exclusion(s),,quantum optics (See RDF1030308 Quantum optics),
4,RDF2030613,Quantum electronics,Exclusion(s),,quantum photonics (See RDF2030518 Quantum photonics),
2,RDF204,Mechanical engineering,Exclusion(s),,architectural science and technology (See RDF6040203 Architectural science and technology (including architectural acoustics)),
2,RDF204,Mechanical engineering,Exclusion(s),,"control theory (See RDF1010207 Calculus of variations, systems theory and control theory)",
2,RDF204,Mechanical engineering,Exclusion(s),,electrical aspects of energy generation from solar cells (See RDF2030403 Renewable energy systems (except smart systems engineering)),
2,RDF204,Mechanical engineering,Exclusion(s),,electrical energy systems (See RDF20304 Electrical energy systems),
2,RDF204,Mechanical engineering,Exclusion(s),,food chemistry (See RDF4040201 Food chemistry (including fermentation)),
2,RDF204,Mechanical engineering,Exclusion(s),,history and philosophy of engineering (See RDF6030304 History and philosophy of engineering and technology),
2,RDF204,Mechanical engineering,Exclusion(s),,land transport systems engineering (See RDF20103 Land transportation systems engineering),
2,RDF204,Mechanical engineering,Exclusion(s),,nanoelectromechanical systems (nems) (See RDF2110103 Nanoelectromechanical systems),
2,RDF204,Mechanical engineering,Exclusion(s),,"packaging, storage and transportation of food and agricultural products (See RDF4040204 Food and beverage processing (including packaging, additives, transportation and preservation))",
3,RDF20401,Aerospace engineering,Exclusion(s),,fluidization and fluid mechanics and turbulent flows (See RDF2049908 Fluidization and fluid mechanics),
3,RDF20401,Aerospace engineering,Exclusion(s),,food chemistry (See RDF4040201 Food chemistry (including fermentation)),
3,RDF20401,Aerospace engineering,Exclusion(s),,heat and mass transfer operations (See RDF2049909 Heat and mass transfer operations),
3,RDF20401,Aerospace engineering,Exclusion(s),,land transport systems engineering (See RDF20103 Land transportation systems engineering),
3,RDF20401,Aerospace engineering,Exclusion(s),,remote sensing in geomatics and photogrammetry (See RDF2080204 Remote sensing in geomatics and photogrammetry),
3,RDF20401,Aerospace engineering,Exclusion(s),,space sciences (See RDF10301 Astronomical and space sciences),
4,RDF2040101,Aerodynamics (except hypersonic aerodynamics),Exclusion(s),,hypersonic aerodynamics (See RDF2040107 Hypersonic propulsion and hypersonic aerodynamics),
4,RDF2040108,"Satellites, space vehicles and missiles design and testing",Exclusion(s),,satellite communications and network technologies (See RDF20302 Communications and networks technologies),
3,RDF20402,Automotive engineering,Exclusion(s),,combustion and fuel engineering without automotive applications (See RDF2050105 Non-automotive combustion engineering (including alternative and renewable fuels)),
3,RDF20402,Automotive engineering,Exclusion(s),,fluidization and fluid mechanics and turbulent flows (See RDF2049908 Fluidization and fluid mechanics),
3,RDF20402,Automotive engineering,Exclusion(s),,land transport systems engineering (See RDF20103 Land transportation systems engineering),
3,RDF20402,Automotive engineering,Exclusion(s),,materials engineering not associated with automotive engineering applications (See RDF20601 Materials engineering),
3,RDF20402,Automotive engineering,Exclusion(s),,mechatronics other than for automotive applications (See RDF2040307 Mechatronics (except automotive mechatronics)),
3,RDF20402,Automotive engineering,Exclusion(s),,networked or connected robotics and automation (See RDF2030217 Networked robotics and automation),
4,RDF2040202,Automotive engineering materials,Exclusion(s),,materials engineering not associated with automotive engineering applications (See RDF20601 Materials engineering),
4,RDF2040206,Autonomous vehicles (except systems infrastructures),Exclusion(s),,"transportation systems infrastructure engineering, for autonomous vehicles (See RDF2010307 Transportation systems infrastructure engineering for autonomous vehicles)",
3,RDF20403,Manufacturing engineering,Exclusion(s),,automotive engineering (See RDF20402 Automotive engineering),
3,RDF20403,Manufacturing engineering,Exclusion(s),,fluidization and fluid mechanics and turbulent flows (See RDF2049908 Fluidization and fluid mechanics),
3,RDF20403,Manufacturing engineering,Exclusion(s),,"food packaging, preservation and safety (See RDF4040204 Food and beverage processing (including packaging, additives, transportation and preservation))",
3,RDF20403,Manufacturing engineering,Exclusion(s),,heat and mass transfer operations (See RDF2049909 Heat and mass transfer operations),
3,RDF20403,Manufacturing engineering,Exclusion(s),,industrial biotechnology (See RDF21001 Industrial biotechnology),
3,RDF20403,Manufacturing engineering,Exclusion(s),,membrane and separation technologies (See RDF2050104 Membrane and other separation technologies),
3,RDF20403,Manufacturing engineering,Exclusion(s),,networked or connected robotics and automation (See RDF2030217 Networked robotics and automation),
4,RDF2040304,Machining,Exclusion(s),,machine tools (See RDF2040303 Machine tools),
4,RDF2040306,Manufacturing processes and technologies (except textiles),Exclusion(s),,textile manufacturing processes and technologies (See RDF2040312 Textile manufacturing processes and technologies),
4,RDF2040307,Mechatronics (except automotive mechatronics),Exclusion(s),,automotive mechatronics (See RDF2040203 Automotive mechatronics),
4,RDF2040310,"Packaging, storage and transportation (except food and agricultural products)",Exclusion(s),,"food and beverage processing, packaging, additives and preservation (See RDF4040204 Food and beverage processing (including packaging, additives, transportation and preservation))",
4,RDF2049901,Acoustics and noise control (except architectural acoustics),Exclusion(s),,architectural acoustics (See RDF6040203 Architectural science and technology (including architectural acoustics)),
4,RDF2049908,Fluidization and fluid mechanics,Exclusion(s),,computational fluid mechanics (See RDF1010205 Computational fluid mechanics),
4,RDF2049908,Fluidization and fluid mechanics,Exclusion(s),,hydraulic engineering (See RDF2010108 Hydraulic engineering),
4,RDF2049912,Mechanical engineering for energy systems (except renewal energy),Exclusion(s),,mechanical engineering for renewable energy systems (See RDF2049913 Mechanical engineering for renewable energy systems),
2,RDF205,Chemical engineering,Exclusion(s),,carbon sequestration science (See RDF1051108 Carbon sequestration science),
2,RDF205,Chemical engineering,Exclusion(s),,combustion and fuel engineering for automotive applications (See RDF2040201 Automotive combustion and fuel engineering (including alternative and renewable fuels)),
2,RDF205,Chemical engineering,Exclusion(s),,fluidization associated with fluid mechanics and turbulent flows (See RDF2049908 Fluidization and fluid mechanics),
2,RDF205,Chemical engineering,Exclusion(s),,heat and mass transfer operations (See RDF2049909 Heat and mass transfer operations),
2,RDF205,Chemical engineering,Exclusion(s),,history and philosophy of engineering (See RDF6030304 History and philosophy of engineering and technology),
2,RDF205,Chemical engineering,Exclusion(s),,hydraulic engineering (See RDF2010108 Hydraulic engineering),
2,RDF205,Chemical engineering,Exclusion(s),,process control and simulations associated with control engineering (See RDF2049902 Automation and control engineering),
2,RDF205,Chemical engineering,Exclusion(s),,water quality engineering (See RDF2080106 Water quality engineering),
2,RDF205,Chemical engineering,Exclusion(s),,water resources infrastructures engineering (See RDF2010107 Water resources infrastructure engineering),
3,RDF20501,Chemical engineering,Exclusion(s),,biocatalysis (See RDF2100101 Biocatalysis and enzyme technology),
3,RDF20501,Chemical engineering,Exclusion(s),,carbon sequestration science (See RDF1051108 Carbon sequestration science),
3,RDF20501,Chemical engineering,Exclusion(s),,chemical sciences (including organic and biomolecular chemistry) (See RDF104 Chemical sciences),
3,RDF20501,Chemical engineering,Exclusion(s),,combustion and fuel engineering for automotive applications (See RDF2040201 Automotive combustion and fuel engineering (including alternative and renewable fuels)),
3,RDF20501,Chemical engineering,Exclusion(s),,fluidization and fluid mechanics and turbulent flows (See RDF2049908 Fluidization and fluid mechanics),
3,RDF20501,Chemical engineering,Exclusion(s),,heat and mass transfer operations (See RDF2049909 Heat and mass transfer operations),
3,RDF20501,Chemical engineering,Exclusion(s),,hydraulic engineering (See RDF2010108 Hydraulic engineering),
3,RDF20501,Chemical engineering,Exclusion(s),,process control and simulation associated with control engineering (See RDF2049902 Automation and control engineering),
3,RDF20501,Chemical engineering,Exclusion(s),,water quality engineering (See RDF2080106 Water quality engineering),
3,RDF20501,Chemical engineering,Exclusion(s),,water resources infrastructures engineering (See RDF2010107 Water resources infrastructure engineering),
4,RDF2050101,Carbon capture engineering,Exclusion(s),,carbon sequestration (See RDF1051108 Carbon sequestration science),
4,RDF2050108,Process control and simulation in chemical engineering,Exclusion(s),,"food rheology (See RDF4040206 Food rheology, food texture and sensory evaluation)",
2,RDF206,Materials engineering and resources engineering,Exclusion(s),,history and philosophy of engineering (See RDF6030304 History and philosophy of engineering and technology),
2,RDF206,Materials engineering and resources engineering,Exclusion(s),,materials chemistry (including theory and design of materials) (See RDF10404 Macromolecular and materials chemistry),
2,RDF206,Materials engineering and resources engineering,Exclusion(s),,materials physics (physical sciences) (See RDF103 Physical sciences),
2,RDF206,Materials engineering and resources engineering,Exclusion(s),,medical biotechnology (See RDF30401 Medical biotechnology),
3,RDF20601,Materials engineering,Exclusion(s),,biomaterials not solely restricted to dentistry (See RDF2070101 Biomedical materials),
3,RDF20601,Materials engineering,Exclusion(s),,condensed matter physics (See RDF10305 Condensed matter physics),
3,RDF20601,Materials engineering,Exclusion(s),,"construction materials (See RDF2010103 Concrete, cementitious materials and other architectural and construction materials)",
3,RDF20601,Materials engineering,Exclusion(s),,dental materials (See RDF3020401 Dental materials and equipment),
